sentence,key_word,header,href,text
"Присылайте резюме и краткое сопроводительное письмо. Оно необязательно, но будет преимуществом. Напишите в свободной форме пару слов о себе, начав с фразы «Готов(а) к работе в компании ""TESVI""!».",Готов(а) к работе в компании,Менеджер по Wildberries (Удалённо),https://hh.ru/vacancy/84141714?from=vacancy_search_list&query=%D0%9D%D0%B0%D0%BF%D0%B8%D1%88%D0%B8%D1%82%D0%B5+%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%B2%D1%8B%D0%BC+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"Компания «TESVI» успешно работает в области fashion industry. Цель компании - стать одним из самых узнаваемых брендов одежды в мире. Поэтому мы открыли поиск единомышленника на позицию ""Менеджер по маркетплейса"" В свою очередь, мы ожидаем полной отдачи любимому делу и постоянного желания развиваться вместе с командой! ОБЯЗАННОСТИ: 1. Работа с товарами  Создание карточек для новых товаров; СЕО-оптимизация описания; Корректировка правильности заполнения характеристик; Работа с ассортиментной матрицей; Контроль остатков и оборачиваемости; подготовка рекомендаций к поставке; подготовка рекомендаций к закупке; подготовка презентаций для отчетности; настройка рекомендаций к товарам.  2. Аналитика  Отслеживание динамики попадания в категории / выдачи по ключевикам; Анализ конкурентов; Ведение управленческого отчета по товарной матрице; Разработка стратегии продвижения (тестирование гипотез); Тестирование и аналитика рекламных кампаний.  3. Финансы  Расчет unit-экономики и расчет экономики акций; Сведение еженедельного финансового отчета; Планирование и согласование плана продаж (на месяц); Корректировка цен.  ТРЕБОВАНИЯ:  Релевантный опыт работы с маркетплейсами от 2-х лет; Знание сервисов внешней аналитики; Знание Excel на высоком уровне; Будет плюсом опыт работы в сферах -производители и дистрибьютеры одежды, отделы продаж, категорийного менеджмента.  УСЛОВИЯ:  Выплата заработной платы 2 раза в месяц оклад +KPI+БОНУСЫ совокупный (90-150 тысяч рублей); Удалённая работа с графиком 5/2 9:00-18:00 или с 10:00-19:00; Оформление по ТК РФ - отпуск 28 дней; Испытательный срок 3 месяца; Участие в формировании стратегии развития компании.  Присылайте резюме и краткое сопроводительное письмо. Оно необязательно, но будет преимуществом. Напишите в свободной форме пару слов о себе, начав с фразы «Готов(а) к работе в компании ""TESVI""!»."
"ВАЖНО! При отклике на вакансию в сопроводительном письме укажите кодовое слово ""Медор""",Медор,Менеджер по продажам (Mosstand),https://hh.ru/vacancy/82294203?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"Компания Мosstand.ru - входит в группу компаний MEDOR. Группа компаний MEDOR работает с 2005 и включает в себя:   Рекламное агентство MEDOR   Рекламное агентство Идея,   Мosstand специализируется на продаже торгово-выставочного оборудования, полиграфии и сувенирной продукции. Компания работает с такими клиентами как Посольства, крупные Вузы, Администрации городов и коммерческие организации. Наша цель - быть на гребне волны рынка и зарабатывать большие деньги честным трудом, получая удовольствие от того, что мы делаем. В текущих обстоятельствах мы имеем все ресурсы для улучшения позиций компании. Наша миссия - быть лучшей компанией для своих сотрудников, лучшим партнером для нынешних и будущих клиентов. Именно поэтому, сейчас мы в поиске лучших менеджеров по продажам!   Что нужно делать:  Работать только с входящими обращениями! (Мы обеспечиваем входящий трафик заинтересованных клиентов); Выполнение плана продаж; Вести клиента по всей воронке продаж, от первого звонка – до закрытия сделки, в CRM-системе Битрикс24; Составлять и презентовать комплексные коммерческие предложения для клиентов; Рассчитывать и реализовывать проекты с помощью внутренних специалистов сторонних партнеров; Устанавливать долгосрочные отношения с клиентами.  Вы нам подходите, если:  У Вас активная жизненная позиция; У Вас грамотная устная и письменная речь; Вы умеете находить подход к людям; Вы хотите развиваться в сфере продаж и рекламы; У Вас есть опыт работы в продажах (желательно, но не обязательно); У Вас есть опыт работы в Битрикс24 (желательно, но не обязательно); У Вас есть опыт работы в сфере рекламы (желательно, но не обязательно).  Если у Вас не хватает опыта или некоторых компетенций, готовы обучить всему, что умеем сами! Мы предлагаем:  Оклад + KPI + % от маржинальной прибыли (зарплата выплачивается 2 раза в месяц без задержек);  График работы 5/2 с 9/10-18/19 по МСК;  Личное оборудованное рабочее место в комфортном офисе; Корпоративный смартфон; Бесплатные обеды, чай/кофе; Корпоративное обучение + компенсация до 90% стоимости профессионального обучения; Корпоративные мероприятия; Профессиональный молодой коллектив.    Если Вы разделяете наши взгляды тогда оставляйте отклик на вакансию, мы с Вами созвонимся и обсудим дальнейшие действия.ВАЖНО! При отклике на вакансию в сопроводительном письме укажите кодовое слово ""Медор""   До скорой встречи! С наилучшими пожеланиями, Mosstand  "
"Чтобы мы понимали, что вы внимательно прочитали информацию о вакансии, обязательно сопроводительное письмо с кодовым словом ""конкурс"".",конкурс,Менеджер по продажам онлайн,https://hh.ru/vacancy/83389953?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"Profieng по версии разных онлайн рейтингов и журналов занимает ТОП 1 - ТОП 5 места среди лучших онлайн школ английского языка. Поэтому сейчас требуется менеджер по продажам и администрированию клиентов. Предстоит работа с входящими заявками, поддержка уже имеющейся базы учеников. Работа удаленная. Знание английского не требуется. Обязанности:  соблюдение воронки и этапов продаж; звонки по входящим заявкам; оформление договоров и ведение клиентской базы в CRM; работа с возражениями; работа с корпоративными клиентами; поддержка текущих учеников школы; ведение отчетности.  Требования:  коммуникабельность; организованность; уверенное использование ПК; опыт продаж будет преимуществом.  Условия:  удаленная работа; оклад + % (от 50 000 - 100 000 рублей); обучение; рабочий график 5/2.  Предлагаем стабильную удаленную работу с достойной оплатой и хорошим образовательным продуктом. Чтобы мы понимали, что вы внимательно прочитали информацию о вакансии, обязательно сопроводительное письмо с кодовым словом ""конкурс""."
"Просьба в сопроводительном письме указать:  1. Почему вы сейчас находитесь в поиске работы 2. Чем вам понравилась наша вакансия И кодовое слово - ""Я лучший кандидат на эту должность""",Я лучший кандидат на эту должность,Менеджер активных продаж,https://hh.ru/vacancy/82549864?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"ООО ГК ""Тандем"" - это команда профессионалов в области снабжения строительных объектов, которая может решить любую задачу Клиента.Главная ценность нашей компании - сервис для наших Клиентов. Мы всегда рады сильным сотрудникам, которые готовы внести свой вклад в наше общее дело!   Вам предстоит заниматься:  Прямой активный поиск, привлечение и развитие Клиентов ТЕПЛЫЕ звонки по базе, выезд на объекты, встречи и переговоры, продажа услуг компании, получение целевых заявок от потенциальных Клиентов Заключение контрактов, согласование условий работы с Клиентами Первая продажа и передача Клиента в обслуживание Контроль качества работы с Клиентами Развитие ассортимента, увеличение среднего чека и объема продаж по Клиентам Работа в 1С, MS Office Excel Отдельные поручения руководителя отдела, генерального директора; Взаимодействие с отделом продаж и другими отделами; Информационная поддержка и взаимодействие с действующими клиентами компании в рамках своей компетенции; Административная поддержка всего отдела (взаимопомощь); Ведение отчетности  Мы видим на этой позиции человека, который:  Мастер продаж и переговоров (имеет талант коммуникаций!) Знает рынок поставки строительных материалов (этапы строительства, разбирается в материалах и ценообразовании, нюансы и особенности поставки материалов) Умеет заключать договора на поставку со строительными компаниями (застройщики, генподрядчики, субподрядчики) Умеет заключать договора на поставку с предприятиями смежных отраслей (заводы производители, гос. корпорации, концерны) Хочет работать и зарабатывать  Для реализации потенциала нужна надежная система без ограничения возможностей заработка   Хочет быть частью крутой команды единомышленников   Имеет опыт работы в MS Office Excel   Исполнительный, ответственный и надежный член команды   Энергичный, прорывной, целеустремленный, общительный   Умеет пользоваться интернетом и находить самостоятельно необходимую информацию   Имеет высшее образование и готов развиваться вместе с нами!   Мы предлагаем:   Доход от 100 000 руб./мес., верхней планки нет (оклад + % от прибыли)   Испытательный срок 3 месяца (либо достижение показателей)   Это лучшая возможность личного и профессионального роста   График работы: 5/2 с 9:00 до 18:00   Оформление по ТК РФ   Молодая дружная команда профессионалов! (13 лет на рынке)   Бонусы для всей команды по результатам квартальной работы (в т.ч. общие поездки на отдых)   Обучение и развитие своих компетенций, навыков в процессе работы   Выездные мероприятия с командой (отдых, корпоративы, тренинги, в т.ч. в Сочи)   Чай, кофе, молоко и утренний заряд бодрости   Комфортный и уютный собственный офис: Новодмитровская, д.2, корп. 2   Будем рады с тобой познакомиться и рассмотреть твое резюме! Просьба в сопроводительном письме указать: 1. Почему вы сейчас находитесь в поиске работы 2. Чем вам понравилась наша вакансия И кодовое слово - ""Я лучший кандидат на эту должность"""
"В письме нам напишите, пожалуйста, кодовое слово «Джульетт», чтобы мы знали, что вы внимательно прочитали вакансию, а так же прикрепите ссылку на соц. сети. (открытый профиль)",Джульетт,Менеджер по работе с клиентами,https://hh.ru/vacancy/83083049?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"В компанию Флора Деливери на постоянную работу ищем крутого менеджера по продажам!   Мы ищем не просто коллегу, а человека, который станет полноценным членом нашей команды надолго.  Самый новенький сотрудник работает у нас уже полтора года, а самый старенький 6 лет! Вы нам подходите, если не любите часто менять работу, а предпочитаете расти вместе с сильной командой, любите общаться с клиентами, работаете головой и чувствуете людей.   Нашей компании 7 лет, за это время мы успели выполнить более 185 000 заказов. Flora Delivery - IT-проект, цель которого стать известным мировым брендом цветов. Наши менеджеры готовы оперативно помочь клиенту в любое время, будь это поздравление к празднику или букет-извинение. Скорость ответа составляет 2 минуты, а по отзывам клиентов наши менеджеры самые заботливые и внимательные! Нам очень важно, кто и как общается с нашими клиентами, мы научим вас всем нашим фишкам.   В ваши обязанности будут входить: - Принятие входящих обращений (звонки\чаты) - Общение с клиентами в соответствии с регламентом компании - Ведение отчетности в Гугл-таблицах и формах - Исходящие звонки-напоминание клиенту (например, о приближающейся дате его праздника), по созданным в срм задачам Требования:  опыт работы на аналогичной должности от 1 года многозадачность знание делового этикета грамотная устная и письменная речь знание английского будет преимуществом  Условия:   - График 2\2 (либо обговаривается индивидуально) с 9 до 21 часа - Доход 65 000-90 000 руб. в месяц - Выплаты 2 раза в месяц - Всегда оплачиваемый отпуск, больничные   На испытательном сроке ставка за смену 1500 руб. После испытательного срока ставка за смену 2000 руб. Испытательный срок длится от 3 до 8 недель, зависит от вашего уровня профессионализма и навыка общения с клиентами. В письме нам напишите, пожалуйста, кодовое слово «Джульетт», чтобы мы знали, что вы внимательно прочитали вакансию, а так же прикрепите ссылку на соц. сети. (открытый профиль) После испытательного срока ежемесячная премия+KPI   Что ещё вы получите?  - Обучение самым передовым техникам продаж - Навык работать с клиентами премиум-сегмента, понимать их потребности и запросы - Возможность брать дополнительные смены и больше зарабатывать - Скидки сотрудникам на продукцию компании - Лояльное руководство, нацеленное на результат - Дружный и веселый молодой коллектив   Работа удаленно + 1-2 раза в месяц в уютном, комфортном офисе в центре Москвы по договорённости    "
"Если дочитали до конца при отклике напишите кодовое слово ""хочу к вам"".\",хочу к вам,Менеджер по продажам (администратор) в фотостудию,https://hh.ru/vacancy/84290502?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"20minut.ru - это фотостудия нового формата. Мы специализируемся на самой перспективной услуге ""Фото и видео для маркетплейсов"". Наша задача сделать классные фотографии товаров, в том числе с моделями, короткие видео с распаковкой или видео 360 для наших клиентов. Лидов в день 20+ Средний чек 5000 по предметной съемке, а по сборным съемкам 19 000. Адрес фотостудии: метро Ботанический сад, проезд Серебрякова 14 стр. 15. Мы ищем менеджера по продажам в офис, который поможет нам обработать входящие лиды (мы не справляемся!).     Обязанности:⠀  Продажи на входящем потоке (звонки, авито, сайт) работаем через одно окно AmoCRM; Встречать клиентов, составление ТЗ для съемок. Поддержание связи с клиентом на всех этапах оказания услуг; Оформление пропусков для клиентов.  ⠀ Вакансия подойдет вам, если: ⠀  Вы работаете на результат; Вы любите работать на входящем потоке клиентов, обеспечиваете от 20% конверсии; Вы готовы развиваться в сфере фото-видео производства; Вы общительный человек и любите общаться с людьми.  ⠀ Условия:  Оклад 40 000 р. (при графике 5/2), оклад 20 000 р. (при графике 2/2). + высокие премии при выполнении планов. График 5/2, 2/2, с 09:00 до 19:00 Адрес фотостудии: М. Ботанический сад, проезд Серебрякова 14 стр. 15  Если дочитали до конца при отклике напишите кодовое слово ""хочу к вам""."
Заинтересовала вакансия? Начни отклик с кодового слова «пазл».,пазл,Личный помощник руководителя,https://hh.ru/vacancy/83297008?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"Привет, мой будущий личный ассистент! Меня зовут Мария. У меня за плечами 8 лет предпринимательского опыта в разных сферах. Сотрудничество с крупными брендами, управление собственной компанией, создание стартапов, а так же опыт антикризисного управления. Мне нужен личный ассистент, который заберёт организацию БЫТА, всю рутину и мелкие задачи. Человек, который готов разбираться в новом, быстро учиться и самостоятельно искать решения. Если порядок и педантичность в делах – твоё второе имя, откликайся на вакансию! Если ты умеешь находить то, что не под силу даже спутникам – пиши! Если ты любишь решать трудные задачи, готов брать ответственность на себя и соблюдать сроки – мы сработаемся! Твоими главными ценностями должны быть: честность, порядочность, стремление развиваться и помогать людям. Если нет – удачи тебе, нам не по пути. У меня нет времени на детальное обучение и микроконтроль. Тащить «за уши» в профессионализм не буду. Только самостоятельное решение поможет сделать крутую карьеру.   Что ты получишь, работая со мной:  ОПЫТ. Много разноплановой интересной работы, которая познакомит тебя с тем, как устроен бизнес и организован быт. Ты поймешь все внутренние процессы, сможешь понять, как они работают и как ими управлять. МЕНТОРСТВО. Ты будешь получать регулярную обратную связь от меня о своих сильных и слабых сторонах. Ты сможешь, опираясь на них, выбрать свой дальнейший карьерный путь. ЗНАНИЯ. Ты узнаешь много нюансов про детали, из которых состоит бизнес. Ты сможешь применять их, какой бы карьерный путь не выбрал: в найме, в своём будущем бизнесе. Это в любом случае пригодится в жизни. РАЗВИТИЕ. Я постоянно учусь. Сейчас у меня параллельно идёт 2 курса + очередное в/о. Если ты будешь качественно выполнять свою работу, сможешь проходить дополнительное обучение вместе со мной или на отдельных курсах. НАСМОТРЕННОСТЬ. Мы - среднее арифметическое тех, кто нас окружает. Периодически я буду приглашать тебя сопровождать меня на встречах, где ты сможешь наблюдать за тем, как и о чем общаются успешные люди о делах и в неформальной обстановке. КАРЬЕРНЫЙ РОСТ. Если ты амбициозен и хочешь расширять зону своей ответственности, я готова вырастить тебя до своего заместителя или главного над руководителями проектов. Мне нужна надежная «правая рука» и ты можешь ей стать!    Твоя ключевая обязанность: освободить моё время так, чтобы все задачи выполнялись четко, полностью и в срок. Каких действий я от тебя жду:  Полная организация быта: закуп расходников, контроль Домоработницы и проч. Домашнего персонала и тд Поиск и контроль исполнителей разных задач Поиск информации по заданным критериям и предоставление структурно оформленных результатов. Систематизация данных и ведение реестров. Ведение моего календаря. Контроль своих, моих задач и задач компании. Мышь не должна мимо твоего бдительного взора пробежать! Составлять чек-листы, презентации, документы по шаблонам. !!! Грамотная письменная и устная речь без ошибок и опечаток. Вычитка документов, статей. Составление блок-схем, регламентов – как точка роста. Работа с word, excel, powerpoint, google disc (все виды файлов, опросы), gmail, telegram, whatsapp, trello, miro, tilda и canva (доп. преимущества). Задача может быть любой, твои знания должны ускорять получение результата, а не наоборот. Личные поручения.    Что поможет тебе преуспеть на позиции личного ассистента:  Умение систематизировать данные и контролировать выполнение задач Быстрая обучаемость Знание офисных программ. Научиться с нуля в процессе не получится Умение «схватывать на лету» Грамотность и умение чётко излагать свои мысли Инициативность, самоорганизованность и тебе не всё равно, какой результат будет Наличие работающего компьютера/ноутбука, стабильного проводного интернета и желания развиваться.  Заинтересовала вакансия? Начни отклик с кодового слова «пазл».   Условия работы:  Удаленка. Важно быть на связи с 10 до 21 мск с пон. по пят. В среднем 8 часовой рабочий день. ПОЛНАЯ загрузка. Совмещать с учебой или другой работой не выйдет подписываем соглашение о неразглашении конфиденциальной информации. договор с самозанятым после испытательного срока (в дальнейшем обсуждаем трудоустройство). стажировка - 1 неделя оплачивается, если вы остаетесь работать. Первый месяц - 40 000 руб. далее по договоренности. Оплата в диапазоне указанном в вакансии "
"Тебе нравится наш подход, то не затягивай (места на вакансию ограничены) - пиши кодовое слово ""продажи"" и Тебе ответит наш специалист по подбору (расскажет о вакансии и запишет Тебя на собеседование с руководителем отдела продаж)",продажи,Менеджер удаленного отдела продаж в IT-компанию,https://hh.ru/vacancy/83942517?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"Вас приветствует крупная международная IT-компания «Формула Трафика». Нам не важно, где вы живете, из какой геолокации работаете. Главное результат! Занимаемся привлечением лидов (потенциальных клиентов) для предпринимателей через настройку интернет-рекламы с применением новейших методик и технологий с высоким результатом ЕСЛИ ВЫ:  любите работать удаленно, и успешно справляетесь с самоорганизацией умеете классно продавать, и знаете, что это неотъемлемая часть вашей профессиональной деятельноститогда ОТКЛИКАЙТЕСЬ НА ВАКАНСИЮ - вы должны быть в нашей команде!  Компания имеет 2 головных офиса в Сочи и Дубае. Большие планы по развитию - открыть более 1000 филиалов по миру, привлечь новых акционеров и выйти на IPO, открыть предпринимательскую детскую школу, инвестировать в стартапы и мн.др. ПОЧЕМУ МЫ:  международная, официально аккредитованная IT-компании по лидогенерации; официальный сертифицированный партнер ВКонтакте; сейчас в компании более 660 филиалов в 19 странах, которые помогают предпринимателям найти своих клиентов на просторах Интернета; имеем статус резидента Сколково; мы дорожим своими сотрудниками; большой опыт на рынке интернет-маркетинга.  ВАША ГЛАВНАЯ ЗАДАЧА - увеличивать количество клиентов компании, продавая современный, востребованный инновационный продукт, разработанный в недрах нашей команды профессионалов в сфере интернет-маркетинга (привлечения лидов).ПОЧЕМУ ОТКРЫТА ВАКАНСИЯ:За прошлый год капитализация компании выросла в 4 раза; а спрос на наши услуги - в 3,5 раза. Поэтому мы увеличиваем отдел продаж и срочно ищем активных Менеджеров отдела продаж с четкой дикцией.ЧЕМ НУЖНО ЗАНИМАТЬСЯ:  оперативно принимать заявки в CRM; совершать исходящие звонки согласно скрипту; проводить переговоры в формате видео встречи с клиентами; вести отчетность по результатам ежедневной деятельности в установленной форме компании;  ЧТО ВЫ ПОЛУЧИТЕ:  Высокий уровень заработной платы по отрасли состоит из комиссионных по прогрессивной % шкале от заключенных новых сделок + % от пролонгации договоров по сформированному пулу клиентов (пассивный доход).Средний совокупный доход наших профессионалов от 100 000 руб. – 110 000 руб./мес.; стабильный результат менеджера с наработанным навыком продаж и постоянным пулом клиентов – от 150 тыс. руб./мес.;Нам не по пути с теми, кто не ставит цели по заработку свыше 100 000 руб./мес.Мы не растим «офисный планктон», в нашей команде только профессионалы и амбициозные личности. Которых мы поддерживаем денежными бонусами и обучаем тому как вести переговоры с руководителями компаний! график 5/2 с 10 до 18 ч (МСК), выходные СБ и ВС; вы можете гибко подстроить график под свои нужды и нужды клиентов, с которыми работаете; комфортная работа из любой геолокации; готовые скрипты; предоставляем телефонию и CRM; помощь и поддержка коллег и руководства; оперативная стажировка 2 дня и итоговый экзамен (у нас нет длинных бесплатных стажировок); мы ценим наших сотрудников, поэтому отмечаем хорошие результаты; комфортный эмоциональный климат, коллектив, нацеленный на общий результат.  КАКИМ МЫ ВИДИМ КАНДИДАТА В НАШУ КОМАНДУ:  Любит общаться, имеет опыт продаж и любит продавать; Четкая дикция и грамотная речь; Личность готовую к профессиональному росту; Специалиста, понимающего степень ответственности за результат; Знание алгоритмов рынка интернет-маркетинга будет преимуществом; Уверенно пользуется ПК, CRM, приложениями и мессенджерами; Наличие стабильного интернета, компьютера, гарнитуры, тихого помещения (клиент не должен слышать посторонние звуки: телевизор, шум бытовых приборов, детский плач и т.д.)  !!! Инструкция для записи на собеседование:Если Ты:- устал от своей действующей работы- хочешь больше зарабатывать, продавая крутые продукты, которые имеют высокий растущий спрос- работать удалённо из любой точки мираи Тебе нравится наш подход, то не затягивай (места на вакансию ограничены) - пиши кодовое слово ""продажи"" и Тебе ответит наш специалист по подбору (расскажет о вакансии и запишет Тебя на собеседование с руководителем отдела продаж) Будем рады видеть Тебя в нашей команде!"
"Если Ты готов присоединиться к нашей команде, в сопроводительном письме укажи кодовое слово:Thor",Thor,Менеджер по продажам В2В (Экспорт),https://hh.ru/vacancy/83677682?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"Thor - инновационная быстро развивающаяся компания по производству электронных выхлопных систем. Мы создали технологическую акустическую систему, которая синхронизируется с автомобилем и позволяет звучать вашему автомобилю по-новому, как спорткар с мотором V6 V12. Наша компания является резидентом Сколково. Thor - Только мощный звук и ничего лишнего. Наша цель – сделать Thor именем нарицательным в электронном выхлопе. В настоящий момент активно выходим на мировой рынок и уже работаем с более 300 B2B партнерами в мире. В связи с расширение штата сотрудников и увеличением продаж, мы ищем в свою команду амбициозных, нацеленных на результат менеджеров по продажам в сегмент B2B по всему миру. Рассматриваем кандидатов только со знанием английского языка уровня Upper Intermediate и выше. Что мы предлагаем Тебе на этой работе:  Среднемесячный доход менеджера от 120 000 тысяч рублей (оклад + KPI + % с продаж) Без потолка в заработке. Максимальная выплата более 240 000 рублей! Основная задача поиск и общение с потенциальными клиентами с целью увеличить присутствие Thor на международных рынках. Работу в компании - лидере на рынке с инновационным и востребованным продуктом. Обучение продукту, что гарантирует быстрый ввод в должность. Общение с иностранными партнерами на Английском языке, позволит повысить уровень вашего языка.  Что для нас важно:  Опыт успешных продаж B2B от 2 лет; Умение проводить переговоры на уровне первых лиц компаний. Нацеленность на результат, умение убеждать; Знание Английского языка Upper Intermediate и выше.  Условия:  Официальное трудоустройства, по ТК. Доход от 120 000 (оклад + kpi + %) График работы в офисе 5/2 с 10:00 - 19:00, либо с 9-18.00 Коллектив единомышленников Работа в автотематике с клиентами по всему миру Лояльное руководство, которое умеет слушать и слышать  Если Ты готов присоединиться к нашей команде, в сопроводительном письме укажи кодовое слово:Thor  "
"Вам заинтересовала наша вакансия, скорее высылайте свое резюме и начните сопроводительное письмо с кодового слова Фулфилмент.",Фулфилмент,Менеджер по приему и обработке заказов на склад фулфилмента / Менеджер по работе с клиентами,https://hh.ru/vacancy/83177050?from=vacancy_search_list&query=%D0%BA%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%B5+%D1%81%D0%BB%D0%BE%D0%B2%D0%BE,"Наша компания является крупным поставщиков товаров на маркетплейсы Wildberries и Ozon, а также мы оказываем услуги по доставке, хранению и упаковке товаров (фулфилмент). Приглашаем соискателей на должность Специалиста по приему и обработке заказов фулфилмента /Менеджера по работе с клиентами присоединиться к нашей команде. Обязанности:   Прием и обработка заявок на услуги фулфилмента от клиентов;   Консультирование клиента по услугам.   Получение и обработка технического задания от клиента, передача задания на склад, контроль выполнения;   Ведение отчетности и документации (акты, счета, договора)   Требования:  Приветствуется опыт работы в сфере продаж, услуг, работы с клиентами; Хорошие коммуникативные качества, клиентоориентированность; Опыт работы с кабинетами маркетплейсов приветствуется; Уверенный пользователь ПК (office365, 1С, срм системы).  Условия:  Оформление по ТК РФ; График работы: сменный 3/3 с 9.00 до 20.00 и 5/2 с 9 до 18:00 Стабильная высокая зарплата оклад + % от прибыли ;  Территориально офис находится Курьяновская набережная, 6с2   Карьерный рост до руководителя отдела;   Работа в слаженной команде + интересные процессы работы и взаимодействия.   Вам заинтересовала наша вакансия, скорее высылайте свое резюме и начните сопроводительное письмо с кодового слова Фулфилмент"
